SERPINE1
CUZD1
PLA2G7
SHROOM1
OR52K1
PPIE
NCOA4
WNT6
CTNNA1
IDO1
GSTM5
HDLBP
DNAJC22
SMURF2
GSX1
LTA
AXL
OR52R1
TPT1
SLC1A6
FHL5
PLEC
OGN
PRKCB
OR4D6
DCAF8L1
C1orf116
SLC20A1
GJB6
ADAT3
GNG12
ZNF750
TSPY1
IFNK
ANGPTL3
NQO1
GEMIN4
MS4A1
SSX7
KRT17
EMC2
SPATS2L
OR51A7
STEAP1
ETV5
JMJD1C
KRT6A
SEMA4A
SPATC1L
PRR9
KLRG2
SMG7
KIR3DL3
KHDC1L
ZNF860
TMPRSS13
MYL7
STC2
CUEDC1
KLC3
SLC52A1
COX4I2
MERTK
UGCG
EXOC2
FAM13A
PTK7
DACT3
SH2D3C
TBC1D2B
CD44
IL36B
XCL1
MRPS10
POU3F1
LRRC14B
BBS10
KCNS3
KRT77
SAP30L
FOXI2
TECRL
UGT2B4
MEST
GRK4
C2CD2L
CPXM1
BTN3A1
KRTAP22-2
PDE6G
REG4
SH3BP1
C1QTNF7
RFPL4AL1
KIF3B
RTEL1
SALL3
GCSAML
CD96
TRIM29
NOTCH1
TCEAL7
TAAR1
TNMD
SLC7A5
SPRY4
GABRR1
ATG12
UGT1A6
BAG3
SEC14L1
ADAMTSL3
OR6Y1
IGSF11
SLC3A2
GLB1L2
NPNT
MR1
NELFA
PKP1
DGKG
DKK1
KRTAP11-1
SUSD3
LDHB
TIMP1
KLRG1
SLC39A2
WT1
PARP14
ART5
DHRS7C
CXCL13
SLC2A9
PRSS22
RPS27A
KRT1
DYNLT3
WSB2
MAP7
KCNMA1
NOTCH3
ABHD2
AIF1L
RFPL2
KIF1B
NT5E
RNF157
TMTC4
ZFP42
RPL34
TSHZ2
CRABP1
CASP1
IL17A
DUSP6
ABLIM3
BNC1
RUFY2
IKZF1
OR51F1
SPN
TSC2
EGFR
GPRIN2
ANXA8L1
NRP1
STRIP1
CD3G
EPPK1
SOX3
TTC12
MAGEA10
GTPBP8
PIK3R3
TREML2
CHODL
CLOCK
SAMD4B
LIME1
STX1A
CAPN6
DPP9
KIR2DL4
MLPH
TENM1
RTCB
SPESP1
TBC1D16
PLXNA2
ARHGAP30
ARHGAP15
CD8B
SLC9A9
OR51T1
LRCH4
HOXB6
KLF2
ATP1B4
SLC39A13
ERVMER34-1
ACSL4
PFDN1
LGALS7B
TSPAN4
OR6N1
ACTC1
PDZD11
XCR1
LHX5
SRY
KMT2A
NR2F1
RNF167
IRX1
DLGAP4
AP4B1
HOXD13
MRGBP
SLC6A15
ZNF300
CXorf49B
ITGA3
ARCN1
GTSF1L
IGSF3
IGSF9B
MECP2
CEACAM18
AGO2
RHOV
BCL11A
ZNF683
FDCSP
TBCCD1
OR10T2
PLXNA4
VANGL2
SIDT2
ABCC2
DOCK8
FOXB2
KLRC1
PKD2L1
ISLR
RBM15
EPHA2
SLC6A11
SUMO4
NINL
PGM2
THEMIS
TNNI1
SNX9
ADAMDEC1
KIR2DL1
FXYD3
MOB3B
ETS2
HOXD9
IGLON5
SPINK1
CMTM5
YAF2
HCLS1
MYEF2
ZNF576
VGF
GALNT5
XCL2
WDR5
MLN
CD151
NPR2
LPAR5
CCDC172
IL17F
OR8U1
UBR3
APOBEC1
TMEM244
PHC2
AMTN
TOP1
IZUMO2
OPLAH
MYBL1
SLAMF6
C17orf99
IGFBP7
RASSF9
CAPNS2
RPA1
C4orf17
IQCA1
POU5F1B
ELL2
CLDN8
CLEC4C
MYF6
MAP1LC3A
SULT1E1
GNB4
PLA2G2D
BCAR1
NKX1-1
KLK9
FABP7
CEACAM8
NPY4R
TNS2
SLC30A8
PKM
GUCA1A
OR5B21
CD160
KRTAP13-3
C5orf38
STMN3
FOSL1
ZDHHC24
UQCRQ
LMO1
NDUFS5
TSPAN15
SKAP1
ERRFI1
CD48
AVL9
PCDH19
IGFL1
C8orf89
LYSMD3
SLC19A3
PLXNA3
CHCHD2
TBX20
ASXL1
LIN28A
PGLYRP3
HTR1E
SLC6A2
TMEM81
MDH1
MATN4
LRRC8D
TBC1D21
KLRC2
ZNF843
CPNE2
KRTAP9-7
ISG20L2
SCRG1
EPS8
EFS
EFNA1
FAM181B
MED12
KRTAP4-1
TSPY4
DPPA2
FAM83C
SLC6A8
KRT74
FCRL4
KRT83
OR2G2
PAX1
FZD10
CST3
BOK
VPS26B
XYLT1
NOXRED1
CDK18
ONECUT3
SMG1
IQCF2
LCE2B
LAP3
SCN10A
TLR10
GAS1
FADS3
TFPI
SLC37A3
OR10G7
NRARP
PRSS3
CLIC1
IL21
SLC2A10
UBD
SLC6A18
TMEM30B
ARSI
OR4B1
HOXB13
NCOA7
LRRC75A
SLC2A5
BOD1
ZNF611
OR51E2
ZACN
STX2
GJB4
CENPQ
DCUN1D3
DMRTC1B
GJB5
MT1HL1
FRMD5
CELF2
WNT4
SMCP
HTRA4
FANCE
TADA2B
DCAF12L1
CEL
LAMP5
AFAP1L1
ITGB5
NT5DC4
DNASE1L3
CLEC6A
IRS1
CKM
EPHA1
SLCO1A2
SLC4A2
EQTN
SAMD3
SYNJ2
ANP32B
IL1RN
LRRC38
ACRBP
AFAP1L2
CALML3
DAP
SPAG9
GNA11
SIRPD
SERBP1
HPSE2
GLP1R
HYLS1
UQCRH
PTEN
KRT36
LY6G6D
HEMGN
BCL7A
NACC2
CERS3
SMIM3
CR2
PKHD1
FGFBP1
PIWIL3
CDT1
NRSN2
FMN1
SNX21
COL25A1
ZFYVE28
MYO1B
OTUD7B
SZT2
CPT1B
RIMS3
REL
COL12A1
SBNO2
ZNF319
NSUN5
NFAT5
METTL11B
CLCN3
AFF4
FUT2
AGXT
MYOF
APOL5
KIR3DL1
CDX4
CSN2
LAT
NMS
TMEM215
KRTAP6-3
C16orf82
MGRN1
ELMO1
PELP1
RASAL3
ABCC6
CACNG1
KCNMB2
ABCA13
SZRD1
TARM1
LAG3
ADAD2
TRNP1
GZMH
DHX15
GAS2L3
SEC24A
C10orf95
MYO7A
S100A6
EMX2
MYL1
NPAS2
SLC52A3
IKBKE
DAZL
HSFY1
BRI3
NKX1-2
SLC35D2
MAGIX
USH1G
HRCT1
TRMT10C
RIMKLB
TSPAN8
DRAP1
P2RY8
SH3GL1
C12orf40
GAST
TMEM176B
NEURL3
POU3F3
RPL10L
TESPA1
GABRD
ZBED4
OR6K6
HERC1
SYDE1
CGNL1
LRRC57
PGLYRP4
SIT1
SLC2A4
SCGB1C2
HES2
SH3BP2
FAM32A
GAB4
TFAP2B
CD40LG
SPACA3
ABCA12
KIR2DL3
CHEK2
ANGPTL2
LRFN1
KCNC1
TACC2
PCGF3
FZR1
GPR82
HMBS
FSIP1
MYEOV
CCSER2
NAPRT
PHC3
SLC30A1
EIF4E2
S100A10
MANBAL
GLE1
APOL1
BATF
RIMS2
ERN1
ZNF175
LARP6
PRR11
SDR16C5
TNFRSF6B
TRIM16
CCDC113
B3GALNT1
SNED1
CNDP2
ANKRD37
PTPN4
CAMKMT
CHAD
HMMR
ALKBH2
ANKRD18A
SDCBP
STS
ARL6IP5
PPFIA3
KIF3A
CLN5
POU6F2
ARHGAP12
PXT1
LCAT
SIRT2
CRYBG3
POMGNT1
HOXD3
ARFGAP1
KIAA1549
BBS7
AAR2
TNFAIP6
LURAP1L
INHBA
DNAJC5
HIC1
GTF2E2
UBE2B
NOS1AP
SLC17A5
ZCCHC4
CTH
TLR2
MIB1
SPRED2
CARD16
F2
DMTN
ASCC3
ATM
ZP3
ACAA1
ANO8
STK32A
C1orf226
SLC4A5
SLC45A1
DERA
RCOR3
GRPEL1
SMG9
FAAP20
DYTN
BCHE
RPL10A
VPS26A
UBA6
GTPBP1
