DSG1
SPAG4
CHAF1B
NOD1
KIR3DL3
LNX2
CERS3
ETV3L
HIVEP1
FAM180B
RBMS2
ANXA4
KLF18
CTLA4
ATXN7L2
GTF2A1
PAIP2B
OR2Z1
LCE3E
TRIM27
C1QB
OR56A4
HMGA2
TMEM167A
PIH1D2
SCN10A
FCER2
C1QC
PDE6G
RPTN
UQCRHL
CCL19
RTP3
NUP153
SLC10A1
TMED9
PACSIN3
OR7E24
CNTN3
MUCL1
NEUROG1
PRAMEF26
HOXB9
PIGH
KRTAP4-5
HLF
GABRR2
CATSPERG
SSMEM1
PITPNB
SOCS2
PNP
LUC7L3
CD302
DNTTIP1
CYP39A1
COL9A3
TPMT
FBRSL1
OR4A15
PAGE5
MAP3K4
PDSS2
CENPE
HEPN1
KRT40
UGT2B17
NUF2
LAMA4
TMEM200B
C6orf15
ERG
JOSD1
CEP76
DR1
IGFL4
SLC35G3
DHRS7
DET1
GLMN
KRTAP2-3
CMC4
SMIM2
CHMP1A
TRPC4AP
MRAP2
XPR1
CDYL
MAPKAPK2
ACP1
DLL1
STAB1
CYP8B1
RHBDD2
CAPN6
FAM83B
LMNA
LGALS3
LRRC28
BCAS1
CHST7
OR51B2
RNF170
HTR2B
HOXC6
CORO7-PAM16
FEM1A
RCOR1
PDCD4
RPH3A
ENG
COL4A6
CYP4B1
KRT85
DEFB132
CCL21
ADAMTS13
PLA2G12B
PHF13
PRDM2
PLXND1
CSNK1G3
ASPM
TMEM198
RCAN3
ZNF318
UGT2B28
MORN4
MZT2B
RABGGTA
C4orf33
TM4SF1
KIF26A
MMP19
MET
COX10
DAPK1
ADAD2
GBGT1
MID1
EIF2AK2
PSORS1C1
SLC39A5
PHGDH
NCOA7
COX7A2L
CLPP
PAQR7
CYP4A22
ZP2
ZBTB7B
FBXO2
MUTYH
UBE2L6
PRR11
RFPL4A
LIPC
STRADB
ABCB11
KRT14
CXCR4
PLSCR1
S100G
UGT2A3
RDH5
SLC45A1
TBL1XR1
CDKN2AIP
ERVV-2
KISS1
BEGAIN
GCKR
SOX15
LDLRAP1
SOAT2
TRIM68
CELF2
DUSP11
MKNK1
TTYH2
TRIM7
PLA2G2E
IKZF3
ZNF398
CISD2
MAP4
XRCC4
EFCAB9
SPTLC1
RRP36
RHOT1
SAMD4A
TEX38
TNK1
BATF2
EML3
PLCD3
FANCC
ARFGEF2
NUP160
PLCD1
ZNF395
TTC37
CTNNAL1
C8orf37
OR4C46
NUDT12
PAK2
NME2
TIRAP
ACHE
FGB
DHRS1
LIPE
C9orf57
TMEM169
UHRF2
EPHX1
IQCD
KCNU1
UCP3
APOO
PBX4
ZFYVE9
INSL5
