AGER
ENC1
GGTLC3
RPA4
SH3BGRL
OR2L8
IL17REL
STAC3
EIF5A
GGT7
ME3
FKTN
RBMXL3
OR4A16
GPS2
MAGEB17
ANKRD55
KRTAP9-2
KRTAP13-4
POTEH
PMS1
SLC22A9
TMEM187
ZNF443
EXOC3L4
C8orf74
MEX3C
CSHL1
SLURP1
PLA2G4A
IL9
POU5F2
CPOX
PRAMEF13
DUSP18
PPP2R5B
SIPA1L3
CASP14
PIK3CD
AOC2
FAM47E-STBD1
NKX2-4
PRR23C
SLC7A9
RPLP1
LTBP3
MYCL
CTTN
SLFN14
MKS1
DLX5
DYM
LCE3C
MPP2
CECR2
PHLPP2
LPCAT4
FECH
TOP2A
NEU2
FCGRT
KRTAP9-9
TTC39B
POU2F3
ASAP2
CPNE1
TDRD6
LRP5
SMAD9
TSGA10
PTPRE
ANKRD35
CXorf38
OR8G5
ZNF80
TNRC6B
TMEM222
TMC1
MFN2
NR2F2
SERPINB12
METTL16
GJE1
ZNF696
COQ3
LSAMP
SERPINB11
MZT2A
MAN1B1
UBALD2
FGF16
IRX2
ZNF831
BAIAP2L1
PPP1R27
BMP4
C1orf74
TXN2
PKD1L1
NSUN7
KCNJ10
FBXL19
COA6
SOX9
TNFRSF12A
LCA5L
QRSL1
TSSK3
ANKRD18A
OR10G2
CBX2
KRTAP20-1
ZNRF2
ACE
BANF2
CTRB2
PM20D1
SMLR1
UBR7
YAP1
SAMD10
CYP11B1
RHOXF2B
FCRL5
PDE1B
GNG8
TMPRSS11D
SUGT1
KLLN
COQ9
IL36B
GZMM
DDX59
GLE1
GFRAL
GNAT2
DOK6
POTEG
OTUD6A
CUEDC1
GPCPD1
S100A8
TFIP11
PRAMEF26
KRTAP4-5
CT45A9
NCS1
SLC35B3
CRNKL1
ACTR6
CARD11
ITGB4
IMPDH1
MUCL1
SPINK8
CAB39L
FAM151A
RABGGTA
TGM2
RNF32
RORA
SLC25A33
SPATS2L
STK39
PARN
CCDC90B
TMEM155
ZCCHC2
UNC93A
SYCE3
UGT2B4
LGALS7B
XCL1
TRIM64B
ARFRP1
RPS10-NUDT3
TNFRSF17
TSPAN16
FBXL2
PRKCI
RBMY1A1
FAM13A
MNX1
TMPRSS11B
LCE3D
NEUROG1
CEP55
LACRT
DCUN1D2
COX7B2
APP
DPP7
IRAK4
GUCA1C
CARD14
PROSER1
OTP
PGD
GTSF1L
PTK6
LCE6A
C3orf38
FUT4
TRIM45
TMPRSS11F
SEMG2
DEFB104A
OR9I1
DLAT
DPPA4
TAS2R1
KRT1
ZNF501
IL12B
SLC39A2
DNTTIP1
RNASEH2B
CPA2
PPTC7
CENPV
MYLK3
PLA2G4E
PRR20C
OR10R2
RPL36A-HNRNPH2
RIPPLY1
MAPK6
RPTN
WDR31
NT5C
VEPH1
OR6M1
CWC15
KRTAP11-1
TGIF2
RNF183
PRR23A
ENDOU
ITGA3
DERL2
PRR9
KRT6A
TNP2
A2ML1
CD53
CXCL17
PCDHB12
KLK9
DOCK1
GNB4
PNLIPRP3
MUC21
TRIM54
CLDN8
NT5E
LY9
IFNA14
IL6ST
LCE1B
TRIM42
TGM6
KRTAP12-1
DEFB4A
DEFB4B
HAUS4
RNF185
XPNPEP3
PRAMEF14
C1orf131
RNF40
CALHM2
CAPNS2
LECT2
ASCC2
GLIPR2
CETN1
TXNL1
LCE1C
RACGAP1
HPS1
LDAH
ODF2
TRIM26
KRT26
CYP2D6
FOSL1
TEX37
CDY2A
MPDZ
ZPR1
TMEM244
LIN28A
PGLYRP3
STATH
PTGS2
EIF4EBP2
ATP8B4
SPRR2F
TRIM77
STRA8
TPMT
OR12D2
TNS4
TNFRSF10C
PPY
CHST7
EPB42
GRPR
CYP11B2
INS
CXCL13
RILPL1
CDC42BPA
PFKFB2
ADAD1
ATP2B4
TIMP1
LIPK
MPPED2
UBE2U
BPIFA1
CPXM1
GC
HJURP
FEZF2
UPK1B
OR2L2
HCCS
POM121L12
HEPHL1
MDP1
PAFAH1B2
POTEJ
LENG9
F8A3
UBASH3A
PDS5B
PNLIP
LTBP1
SULT2A1
PDE4C
OR6C75
SETD1B
TCHHL1
POFUT2
SERPINB3
SCML4
FOXP3
ARHGAP11B
LYZ
TRPC1
PHKA1
SERPINB4
TSPY1
NUP50
TSPYL6
CREB3
NANOGNB
CCNA1
PLA2G2D
SULT1C3
IGSF23
CLEC4M
CXCR1
DSG1
MID2
OR13F1
NEUROD4
S100A12
AADACL2
SHD
KRTAP4-3
C17orf99
APLN
TUBA3C
ANKRD1
BPIFA3
PTPRCAP
UBE2C
HSPBAP1
TRAPPC3L
PSKH2
GLYCTK
C5orf38
ZNF729
ACSM6
STX19
KIF25
POF1B
SLC9A1
MAP3K14
OSBPL11
L3MBTL2
FTHL17
LCE1D
PIWIL4
ZNF506
CLPSL1
USP9X
TMEM106A
EVX1
ZDHHC2
SLC5A1
KRTAP9-8
RHOXF2
TMEM258
C11orf87
SHISA4
BUB1
IQCA1
DLGAP5
TGFA
ALDH3A1
EFCAB8
TSHR
AMTN
PLAT
TMEM202
IPO11
HOXB1
WFDC12
GPATCH4
GFER
ARHGAP26
EP300
SPATA31A3
FCRL1
UTS2B
NDUFS6
CRISPLD1
SNPH
S100A7
LCE2C
ANKRD30B
OC90
SPRR2E
SPRR3
PLXNA3
OR9G1
CDY2B
ANLN
KPRP
HDGFL1
NPHS1
S100A16
LCE2D
KLRC4
DDX4
PNPLA1
PIF1
KRTAP9-7
FCRLA
BLMH
TSPY4
FAM83C
CST8
FCRL4
DSG3
RBM3
MED11
IER3IP1
GLYATL3
SMIM23
TSN
MS4A15
C12orf54
ZAN
LRG1
LMO7
ARGFX
OR5P3
SBK3
TNFAIP6
TNFRSF13B
RIBC1
DHDDS
KLRC3
RAD51AP1
OR5M8
ME2
PTPN7
USP17L20
ASB15
MLLT6
GPHA2
PTPRA
ID4
PLXDC2
TRIM60
CD5L
PLA1A
FBXO7
BACH1
IL1F10
PLAC8
DUOXA1
SPANXN1
TPGS1
CLNK
SNRPB
TJP1
HSPB1
RHBDF1
GSTA5
CDKN3
ANTXR2
C1S
OSM
SLC35G1
UGT1A6
RNF186
PABPC4L
GPATCH3
SUN3
KRTAP9-4
PCF11
DEFB103B
COX16
OR10G3
MTERF2
PLAA
TUBA4A
PROK2
ANKRD34B
UBQLNL
LCE3A
UCK1
U2AF1L4
CHMP6
MCEMP1
DIP2B
DEFA6
IDO1
ASPG
NFIL3
PF4V1
IQCF5
AXL
C7orf33
DCDC2B
ST3GAL5
LCN8
JAKMIP2
JOSD1
ZCCHC3
NKX6-3
CELA3A
TCL1A
IGDCC4
BCL2L1
SHPRH
DCAF8L1
MEGF6
GJB6
HNRNPDL
HMGB1
FPGT
PCDHB13
RFX6
TDG
ELAC1
SDC4
ZNF534
KEL
C12orf42
EPHA10
MAGEB16
BCAR3
MUC15
CLCA2
KIF26B
CLDN10
VRTN
ADCY1
KRT78
SLC17A2
GSTP1
CCDC63
PPBP
TCEAL4
KRTAP19-1
PATL2
GDPD4
PRSS23
SYCN
C16orf82
PIGL
AKIRIN1
PICALM
RNASE9
HTR3E
GXYLT1
TXLNG
OR2V2
IFNA2
IDH2
LCE2B
CNDP2
DNAH10
C12orf40
NSUN4
DOCK9
NCOA1
CENPK
GNPDA1
CCR4
CLEC3A
B4GALNT1
GOLGA1
MYOF
MAT1A
SCYL2
NCEH1
ITGAD
SPAG16
GRP
CR2
AEBP1
CLDN17
LAMB2
WNT4
CENPA
ELMO1
CALML5
SEMA3A
F8
PRSS3
POTEB2
NFAT5
SAMD3
MIEF1
VEZF1
FAM186A
RBMXL2
AKT1S1
KRT6C
MLIP
ZNF799
SMTNL1
SCPEP1
CNPPD1
NVL
PPIAL4C
HAUS6
FAM166B
OR51G2
PAK3
TOM1
LCE1A
MUC6
MAGEB5
USP31
PTEN
MAMDC4
NEURL3
ARID2
TRIM64
IL21
ADCY10
RNF222
GOT1L1
DDX31
GHSR
ABHD4
CLPSL2
MYO1E
SUPV3L1
HSD17B3
ADAM11
CALHM3
REL
NINJ1
RABEPK
NUP214
MED14
RRAGC
TBATA
GLTP
LCE3E
SKA2
PSORS1C1
IL6
SLC10A6
PLEKHA7
ASCL4
SLC17A9
LSM6
SERF2
PNLIPRP1
SERPINA7
ALOX12
TTC24
CCL19
NCKAP1L
C18orf63
LEPR
PRR11
KRT36
CT55
MTCP1
TRPV1
RGPD4
SMAD3
FLG2
NOSTRIN
BOD1
ODF1
C2CD4A
C10orf99
BPIFC
KRT75
FAM25C
DEFB135
ZNF709
ADORA2B
GTPBP1
EMB
CR1L
SLC38A7
EMILIN1
CCDC141
TRPC5
BRI3
CHORDC1
VCX2
TTPAL
ELOVL7
CERS3
TAF11
TSEN15
STMN3
HRCT1
KRTAP8-1
STC1
DRAP1
FABP9
ENAH
POLR3B
CCR9
TBK1
COG8
SCN10A
NRBP1
ARHGAP29
PLAU
OR7E24
WDR81
ANKEF1
ZC3H13
RAG1
NLRP9
CPN1
NANOS2
PRAMEF6
SPINK6
MACF1
TRIML1
CTLA4
SAMM50
ZMYND15
NEU1
VPS4B
PTGDR
ATG16L2
C3orf20
CALML3
GOLT1A
GMFG
PRSS27
FBXO16
PRLR
IRF7
RXFP4
CELA2B
ATP12A
CDX4
SPRR2G
CD40LG
NLRP4
TPX2
SERPINA9
SLC35D2
BCL2L10
DAZL
IRS1
ADH7
MORC1
PRY2
DSG4
ADPGK
ZBTB7B
ISL2
RPL10L
PGLYRP4
PARVA
PITX3
FCRL3
SDR16C5
TRIM37
ESRRG
AOC3
HSFY1
ARHGAP18
PGBD2
TCF4
TGM1
KRTAP19-3
OSBPL7
EARS2
EMP1
OR4M2
ZSCAN31
SPRR2D
CALD1
PATE4
FJX1
CAP2
LYPD2
DALRD3
DCBLD2
FMN1
TMEM211
TSPY10
VAV3
ITGB5
ZBTB40
MAGEB1
TNFRSF6B
CLCA4
LRRC72
PIP5K1A
RNASE12
OR4D5
OR4B1
XAGE5
ZBED4
CENPQ
GZMH
MTIF2
PRAMEF15
KRTAP6-3
APPL2
KRTAP24-1
EOMES
KRTAP13-2
MPPE1
PHLDB1
PUS10
MAB21L3
OR4N4
USP17L19
SIT1
ADAM7
PSMA8
NT5DC4
RASSF7
KRTDAP
SRSF5
KIR3DL1
SMAD4
SPDYA
TMPRSS15
CD163L1
HEBP1
PAQR7
MITF
RASA3
ANKRD46
FAM170A
GJA9
NEMP2
TRMT10B
TMEM40
DNAJB7
ADAR
ANHX
CHEK2
SETD4
C1orf56
EPGN
CREG1
GPR157
FABP5
C16orf95
GPX1
MAP1LC3B2
POLE3
STX4
HIGD2B
HSCB
MZB1
CLEC2D
CXorf58
MISP
CLEC2L
MIER2
METTL4
METTL7A
CMPK2
OR9Q1
MMP3
RNF25
PPP1CB
USB1
ARPC1A
TXNIP
MBTPS1
ITGA5
KANSL2
NDRG1
GBA
ACBD7
APLF
SLC5A11
DEPDC4
SNRNP200
DEPDC5
MFSD3
YES1
CD1B
UGCG
UBL4A
HMGA2
KLHDC7A
SSC4D
ST7
WDR87
RREB1
DDIAS
CSF2
ZNF770
TRIAP1
CNTNAP3
BSN
NDUFC2
CCDC27
WNT3
CCER1
ERAL1
RRP7A
RPS25
RINT1
MANSC1
SMDT1
ICAM1
ZBTB45
LAMC3
TRIM74
ANKAR
CEACAM3
ORAI2
PCNA
UBXN8
UBL4B
ANAPC2
DDX10
CDYL
TAF1D
MUS81
ABI2
POLDIP3
COQ10B
TMEM54
SLX1B
DNASE2
MPP1
RITA1
GYG1
SKA1
MDFIC
MMP1
TMEM203
GLS2
MRPL33
LAT2
HDDC3
TF
ZSCAN12
