ETNK2
FAM162B
NOP14
KRTAP9-4
TRIOBP
GPRC5B
ARRDC2
SH3BP1
ELF2
SNX24
KRT1
NFXL1
R3HDML
LCE6A
DYNLT3
WSB2
KAT2B
PGAM5
TMPRSS11F
DEFB103B
IGFL2
DEFB104A
FRAT2
MCM6
DLAT
IGF2BP1
DCAF17
RASGRP4
DPPA4
TAS2R1
SCUBE2
SEMG2
ZNF625
ZNF609
PPP2R1B
S100A7
SFTA2
SEMA4F
LCE2C
BMPR1B
SPRR3
PLXNA3
OR9G1
PPP2R1A
TMEM248
SLC6A2
KATNB1
AKAP11
TKTL2
LGALS2
OR5P2
CRCT1
RAB37
BCL11A
TNFSF8
NCKAP1
SNPH
MARS2
WFDC9
CHRNB3
SLC34A1
GLYATL3
SMIM23
KDM4B
STAB1
FAM219A
ZAN
ARF1
IKZF5
KLF3
CLTC
NOC3L
TMEM202
HOXB1
UQCRQ
CPSF6
WFDC12
MFSD11
RAD50
NR4A2
MYBPC2
CRISPLD1
RPL4
LGALS12
PDCD11
YRDC
RPL34
TRIM24
KRT25
GDF2
NOBOX
GPR148
PPIC
ABLIM3
SAR1B
BNC1
ST18
DEFB118
VCAM1
ONECUT1
WDR43
ANXA8L1
LRRC10B
CALU
MRPL9
RAD51C
PRM2
TREM1
TAB3
TNFAIP8L2
RPL26
CBX6
ZNF770
DLL4
GPN1
PCDHGC3
TNFRSF9
SCN7A
GFPT2
CD8B
ARSD
KREMEN2
SLC39A13
NPM3
SMARCD2
GTPBP8
IKZF1
ECI1
UPF3A
CMPK1
EPHX3
IGFBP3
SATB1
FZD10
C2CD4B
TMCO6
SLC9B2
SHISA4
GSE1
YLPM1
PTP4A1
CLEC4C
ACVRL1
SHD
PLA2G2D
SULT1C3
ZNF547
CDH16
IGSF23
RPS13
DSG1
S100A12
ABHD16A
RBFA
AADACL2
KRTAP4-3
TPSB2
RGS16
RHOXF2
PRSS36
CDC20
CD59
YES1
POF1B
LRRC70
ZNF462
MPP4
CLEC4G
ANKRD60
SCGB3A1
NACA
SEC61A2
OGFR
LCE1D
ANKRD11
SCO1
ZNF813
ADGRG3
MAGEA2B
EVX1
PLEKHH2
SLC5A1
BMP2
FTHL17
PNP
RASSF9
SRPK2
MYBL1
MYBBP1A
PCDHA4
CD82
CD93
PC
OPN1MW2
CT83
PPP6R1
KRTAP9-7
EFNA1
NYNRIN
RAB22A
PRPF38A
BLMH
RPS9
CDKN2D
TSPY4
FAM83C
CYB561D1
FCRL4
PNPLA1
NF2
DPY19L4
UCKL1
SRP72
TRPA1
FBRSL1
GPC1
OR52A1
TUBA3C
BPIFA3
UBE2C
FMO2
SPANXN4
GAB1
PCDHGC5
IL17F
DNAH8
UBA52
APOBEC1
C2CD4C
PITRM1
EXOSC5
CCL11
LST1
LCE2D
NHSL2
PGGT1B
KRTAP4-5
EDNRA
SLC9A7
SOS1
SPEN
ZNF200
APEX1
TM4SF1
EN1
RMND5A
MAGEF1
TFAP4
RHBDF1
CNFN
CLP1
FBL
METAP2
HSD3B2
CCT3
ILF2
USH2A
CIDEA
MGA
AQP2
AL160269.1
EBPL
LIPH
ZCCHC3
CRYGS
ANP32E
MAPKAPK5
ASPG
PRSS23
VIP
VRTN
CLDN10
CLCA2
TNN
MCEMP1
MRPS2
IL1F10
CENPM
B3GAT1
GNRH2
PTPN7
ME2
ARHGEF16
RPL10A
ARL4A
BIN2
RAB4B
HELB
RBMS1
VRK2
A2ML1
IFT22
UBE2U
RPL12
RHOH
RILPL1
TFAM
ACP1
EPB42
SETD6
TTBK2
ADAP1
TMTC4
UGT3A2
KCNN4
CHUK
OCIAD1
MDFI
RPS29
FBXL7
IBSP
LGALS7B
EMC3
GTSF1L
BRD7
APOC4
ITGA3
ENDOU
CA8
PUM2
TGIF2
STK26
ATXN7L3B
LRRC32
TCEAL3
KCNIP3
CEP55
RHOV
ZNF683
OR6C3
FAM110D
RPL31
OTUD6A
MRPL46
ARGLU1
HSPB11
TCL1A
HNRNPDL
TMEM63B
PACSIN1
ITGA2
CXCL11
COTL1
BNIP3L
PER2
CARM1
MAGEA2
NEK10
TUBGCP3
SLC19A1
C6orf15
AP1AR
CPA5
CORIN
KLK8
BSCL2
ABCG5
KIF26A
DSC1
SLC4A3
KRTAP9-6
OR5AK2
RHCG
ADCYAP1
SLC7A9
FEM1C
PTGS1
CHRAC1
KRT6B
RYK
FCRL6
HES7
SPATA31A5
KLK13
C2CD3
SDF4
TSPY2
MAML3
CDH17
NIPSNAP3B
KIF23
PLEK2
BCL6B
MICA
CHRNB1
GOLPH3L
SLC35D3
FOXP3
MYL3
AIF1
ARGFX
HOOK1
KIAA1958
PSKH2
PRKCZ
APOH
RAB2B
JADE2
SRGAP1
TICAM2
ETS1
ACSM6
WIPI1
KRTAP9-8
MED7
RPL7A
ARMC9
GTF3C2
TMOD4
PTPN14
TBX18
KLRC4
OR5M9
BPI
C12orf54
FAM71F2
KIAA0319L
AQP3
FOXD4L6
MRPL30
RETN
MAGED2
IGF1R
GPR39
CDY2B
CNP
SPRR2E
ANKRD30B
AVPI1
E2F1
ANLN
OGDHL
UTS2B
KPRP
HDGFL1
NPHS1
LRG1
OC90
CNN1
SCML4
TLE2
HJURP
UBE2S
YY1AP1
TTC27
KRT6A
LCE3D
SLC39A11
TSEN2
PTPN1
RNF182
GEMIN4
MEA1
TMEM184B
TMEM155
FSTL1
FCER1A
UNC93A
UGT2B4
AFF1
FAM214B
TRPC4AP
GGCX
RBMY1J
IL1RL2
CPXM1
TNS4
WNT11
PUS3
KIF3B
PPY
PLEKHD1
CYP11B2
ATF1
SLAMF8
LAMP3
CXCL13
HCST
ADAM15
KRTAP19-4
HBB
TRIM36
RPL21
TIMP1
LIPK
ATG2A
BPIFA1
GC
XCL1
TMEM14A
TRIM64B
NDP
TECRL
VEGFA
UBA6
C2CD2L
RPL11
CUEDC1
LAIR1
ATF4
NAF1
NQO1
ZNF763
KDELR1
MS4A1
SCN2A
SH3BGRL2
ZNF81
PRAMEF26
GK
NDUFAF7
CABP2
KRT77
ZC3H12C
P2RX1
AUTS2
SLC25A19
SLC16A5
SHBG
EDEM3
RBMY1F
HOXB4
P2RY1
BIRC2
MANBAL
NTN1
TRPM1
SFN
MNX1
FAM151A
SH2D3C
PTBP3
CD44
PECAM1
PCBP3
ZNF563
FICD
RPS7
YIPF3
TSPYL6
HEPHL1
FIBIN
KRT26
FAM110C
ISG20L2
KLRC2
AVIL
TEX37
ARL8A
CUBN
TAF4
ZBED9
SHMT2
CSTL1
FCHO1
STATH
P2RY14
SSRP1
MITF
NPY4R
KLK9
SPSB3
RPL7L1
CABYR
LDAH
RPS2
RPS17
APOBEC3C
KRTAP12-1
FAM83H
MUC21
RPL18
CD53
ATP8B4
ZNF280C
PGLYRP3
PRIM1
TTC22
BPY2C
LCE1C
SLC12A6
AVL9
WNT9B
LECT2
RRP1B
PRSS16
LSM7
CETN1
PSMA7
IQGAP2
MRPL11
TRIM54
RAB32
SH2D3A
MAGEA11
ZNF423
SERPINB3
ENPP5
SULT2B1
OVOL1
CEP76
CYP27C1
GNB2
BTN2A1
LRRC4C
ENTPD6
PSTPIP1
IGSF5
SPARC
DEPDC1
CSAG3
SMOC1
SERPINB4
TSPY1
RHOF
TCHHL1
FNIP1
ADAM22
RNF144B
SMR3A
IL6ST
IMPG2
SLC6A17
B3GALT5
LCE1B
TRIM42
HAUS4
PDE3A
CLDN8
PRAMEF14
PASK
IFFO1
TMEM210
POTEJ
CTSD
LYST
PNLIP
GEMIN6
SULT2A1
LMNA
SPRR2F
MYCL
DUSP21
IFNA7
DDX21
MAK16
SIX4
IQSEC2
SIK1
GRP
MED14
PHF1
CEP19
CTSL
VCX2
PPP1R14A
PHGR1
UBE2O
KRT75
FAM169A
TCTN2
FGFBP2
GXYLT2
ARFGAP3
DDN
PFN4
RSL24D1
TREM2
BOD1L1
MFSD3
IL1RAP
SPRR2G
PKIG
DDX51
KRTDAP
MYH14
KRTAP19-7
SLN
SAMSN1
KLK4
CGB7
KIF4A
ZNF518A
LIMK1
KRT6C
TACSTD2
PANK1
TTLL12
CCR4
RRP1
SP1
APRT
FLG2
C9orf57
NOD1
STX16
CCL19
ZNF219
TMED9
RHOC
OR7E24
KIF20A
CPN1
SV2A
AHSG
CTCF
SYNPO2L
OMD
NANOS2
SPINK6
SLC39A10
MDH1B
LYVE1
TMED7-TICAM2
NLRP9
RPS3
ARHGAP25
EIF4A3
SERPINA7
LBR
SH2D2A
SYNJ2BP
SEH1L
MAOA
ATP6V1D
C2CD4A
XKRX
C10orf99
FBXW10
NCF4
AKT2
TLR3
ODF1
UGT2B11
ASCL4
FBLN2
GTF2IRD2B
LCE3E
LCE1E
FAM83A
ALG10B
KLHL28
HOXA3
OR52E6
ZSCAN31
MRPL17
SULF2
GALNT15
ASPRV1
GAL
CSAG2
EEF1A1
LRFN5
SMARCC1
SLC35B2
CTDSP1
IL17REL
RPUSD4
RPL7
ISY1-RAB43
RAB43
ZBTB45
GZMK
CCDC24
SPRR4
PHEX
TCTA
KRTAP9-3
TMEM101
TADA1
DPP3
KRTAP4-4
LGALS7
CCDC103
IREB2
CPSF3
TANGO6
DHODH
GPR63
TMEM43
RPL14
MTA1
EIF3L
ATOX1
LAMC3
AK9
STEAP4
COPB2
APELA
ZNF160
APOBEC3F
PCDH17
HERC6
MAGEC1
PSD
ZNF740
OSGIN1
MRPS9
KRTAP3-2
RPS15A
FAM177B
PA2G4
GJB2
RNF122
CD22
PRAMEF5
GPX8
SMPD1
AMIGO2
TMEM161A
CUL5
TSPAN17
SF1
DAP3
MMP27
TLR4
OR8J3
BNIP3
USB1
OLFM4
PRPF4
FASN
CCL25
CCT4
MID1
EIF2AK2
GPSM1
RNASE7
PTTG1IP
TMPRSS11E
HEPACAM2
OSMR
PPP3R1
SERPINA10
KLHL31
ANO10
ADCY7
GRB10
C11orf96
UBE2L6
B3GALNT1
ELMO3
RASL11B
SHC1
SYNC
ZCCHC14
WDR4
N4BP2
HGFAC
CD14
TTYH3
CCDC126
HPGDS
IL27
ALK
FBXL22
TMEM92
GABRR3
RPL10L
SLC2A4
HRNR
PGLYRP4
CST1
MEIG1
SERPINA9
DPYS
NLRP4
C2orf68
CDX4
DSG4
ZNF175
FXYD1
JAGN1
CA1
ADAM7
ZBED4
ARID5A
SLC38A6
TRNP1
KRTAP24-1
KRTAP13-2
ZNF217
NOP58
C8orf37
KRTAP6-3
OR4N4
SLC39A8
FCRL3
SLC35D2
KSR2
BCL2L10
DAZL
ADH7
ATP12A
CELF2
CELA2B
TMEM211
CD274
F13A1
NUMBL
PSMD7
INPP5D
LRRC72
SLC35G2
ZNF507
KIR2DL3
PFN3
NR4A3
HBG2
HNRNPCL2
TGM1
AOC3
SLC52A3
EFHC1
SPAG11A
TMA16
IFNW1
SNX21
RARA
CNBP
DCBLD2
VIM
SOGA1
POLR1A
CLEC6A
RHBG
CKM
RFPL4A
CLDN5
TMEM30B
ACOT12
ELOVL1
ZNF224
TOMM20
SND1
FASLG
SDR16C5
POLR1B
RHBDL3
FAM13B
AK5
CAP2
SH3BGRL3
INTS10
CXorf58
LRRN4
NT5DC4
IQCF1
MAT1A
ANP32B
ACAA2
AGBL5
VPS37D
NCEH1
TMEM229A
GRIN3A
PSMC2
WWC2
ELMO1
PHTF2
ARID3C
LYRM7
C8orf82
PPP1R21
SMG9
CALML5
CCDC47
DSC2
RRAGC
GABPA
ILVBL
RNASEH1
UAP1L1
DPYD
B3GNT3
ENTPD1
DPH6
KRTAP8-1
ASAP1
TBC1D7
RASAL3
DEFB105B
POTEB2
GTPBP3
F13B
FABP9
PLCG1
CAD
PTMA
ZNF428
KLHL8
RPL6
CHRNE
AFP
SEC14L2
EBI3
PPAT
PTCHD4
GRAP2
CSDC2
SLC18A1
CRX
RIMS2
LSMEM1
FBXO22
CCDC97
SGPP1
SPINK4
CARD10
OR51G2
MYC
LCE1A
CCDC138
ZKSCAN5
OR4B1
RNF215
EOMES
TEX101
NIP7
HNF1B
WWTR1
PTEN
RPL17
COX10
LCE2B
GTSE1
INSL4
IFNA2
CNN3
CLEC18C
TNNT1
OR5H1
C12orf40
MYOF
TMEM215
FTH1
TRIQK
CYP51A1
NR6A1
KRTAP21-1
ALG5
SLC43A3
RPS16
REL
CXorf21
MAL2
LCE4A
OR7D4
BAHD1
MYDGF
CD63
KCNH1
CDK2AP1
SMAD2
INIP
OR5M3
PRY
CCDC174
IDO2
APOBEC3G
EML4
TEX13A
KRTAP6-1
EVI2A
SP9
PTPRJ
ARPC1A
CHIT1
C11orf98
FCGBP
LUZP4
LCE1F
RNF17
EIF4B
NAPA
CALR
TM4SF20
SPRR1B
NFATC3
GCNT2
FDX1
FOXP2
PSG9
TCEAL2
GALNT8
OLFML1
KRT82
SPIC
AGBL2
SERPINA12
BRIX1
C1orf68
C1orf43
DEFB1
RASGRP2
C12orf66
TAPT1
MDGA1
PLA2G2F
NUP155
DCAF4L2
OTX2
ST3GAL1
FXYD2
LIPN
UBE2D3
DCD
RPS27
GNPNAT1
KLK5
P4HB
HNRNPA1
HLA-E
ARNT
NCR1
SPDYE5
RPRD1A
KCNJ8
CETN3
PTGES
CC2D1B
AHSP
RPLP0
BRPF1
WFDC5
ATP6AP2
ZNF705D
PRR16
ASXL2
USP17L8
PPIAL4F
PAH
PDIA4
ZNF597
SPATA31A7
SNRNP200
DUSP11
OBP2A
TUBGCP4
VPS36
PTGES3
SLC39A7
ZFYVE1
IFNA21
DEFB104B
TAF1A
CNGB1
MS4A5
SDR9C7
CSGALNACT1
ARHGAP9
AMOTL2
ZCCHC13
HLX
ADAMDEC1
KIR2DL1
ZNF556
BPTF
ETS2
ZNF684
OSTM1
CD248
ANAPC1
DPF1
SLC1A3
C10orf62
IFIT3
SERPINF1
SREBF2
PDZD11
PHOX2B
MACROD2
SELE
G2E3
RP1
MAPK11
GTF2H3
CACNB2
BTBD9
DUSP7
PLEKHM1
NDUFA4L2
OR10T2
PLXNA4
LHX1
OR51D1
MMRN1
MUC16
HSD11B2
LELP1
SPRR1A
PCBP2
TSPAN11
CDKL5
LSP1
RPL9
UBA1
KRTAP19-2
PLXNB3
ZFP36L2
RRAS2
CAPN5
VCY
ARHGEF5
ANP32A
TNK2
UBTD1
CLSPN
CCDC102A
IFI35
KLK12
HSD17B6
PTRHD1
HDAC4
NOTUM
SPZ1
SPRR2B
SDC3
INSM2
HELZ2
CCL14
SPRR2A
RPS5
PRODH2
ATP4A
B4GALT7
FOXO4
ZRSR2
ZNF441
ZNF330
EXOG
GIP
CCIN
LARP6
EPB41L4B
SSX3
MRAP
RIOK1
PLK2
CES1
RHBDD1
FCN3
ARNTL2
FSHB
NKRF
TMEM234
KIAA1191
LTBP2
SLC27A2
PRAC1
HEXB
NAGA
IL2
ZNF80
USP18
THEM5
BCKDHA
CARD18
ITIH1
NTF4
SERPINB12
SLC5A11
JAG2
SERPINB11
RGS18
CMIP
SAMD15
SPATA13
FGF16
RNF11
ZNF831
BAIAP2L1
C2orf49
MCMBP
DRAM1
MAST2
TMPRSS11D
F2RL3
HOMER3
FAM133B
ECT2
AVEN
SMLR1
EGFLAM
HIVEP3
SKP2
CLPTM1
YAP1
KLHDC4
DNAJC30
MARVELD1
TVP23A
LILRA4
CYP11B1
LMLN
LRFN3
ZNF789
KCNJ10
SSBP4
GPR37
CPEB2
ANKIB1
PSMB11
CPQ
P2RX3
FOXN3
FOXD4L1
SERPINB13
C1orf122
KLRB1
UHMK1
GPNMB
SMR3B
CDSN
KLF13
TPM1
SPINK7
LYPD1
PGK1
POTEC
HNRNPC
ENO3
CEP70
NKAIN2
BOD1L2
TAF4B
PPEF1
HDAC5
MGAT5B
FBXO44
RBMXL3
CCNB1IP1
RNH1
TMEM40
GPR31
KRT28
KCNB2
AKAP4
RABAC1
TGM4
IL36RN
APOBEC3B
MC2R
LYZL6
TSPY3
CXCL10
FTCDNL1
BEND3
ENHO
ABCB9
CLPX
POC1B-GALNT4
LGSN
CA5A
CELA2A
IKBIP
ASGR2
DUSP2
TNFRSF8
CYYR1
AAR2
LCE3C
CPNE8
MYOCD
ZNF701
PHLPP2
ZNF827
ARHGAP19
ATAD1
KRTAP9-9
DOCK7
NRIP1
UBASH3B
PRR23C
OR51L1
EGFL6
DKK2
MT4
CWH43
NUP160
S100A9
PCDHAC1
AHSA1
SLC6A14
ACVR2B
FAM117A
MAGED1
PRKCG
AP3M2
HSPA4L
P4HA3
ZNF888
AICDA
DHRS4L2
LRP8
EEF1B2
RPS15
ID3
WNT9A
CRTAM
PNO1
AP1S2
PRSS41
RAP2B
BLOC1S3
PRAMEF13
CFL2
MECOM
RTP4
RPL3
IL22RA2
CASP14
SPATA5L1
PIK3CD
SNAI1
ANKRD35
ACCSL
TNFRSF12A
RAX2
MCM5
KRTAP26-1
PCDHA10
SSR2
OR10G2
KRTAP20-1
GART
POU5F2
SLC38A5
RAB3C
IL36G
ZNF347
HSPA1A
FAM47E-STBD1
CCDC107
FGD6
NOB1
CENPI
NLRP11
TDP2
ENOSF1
SLC22A9
B3GNT6
RRP36
C8orf74
DENND6A
CSHL1
SLURP1
GDF3
DNAJC5
BYSL
PLA2G4A
TMEM176A
CTTN
MET
SEC61A1
CHD7
CATSPERG
TNNT3
ARFGEF2
NEIL2
IL21
RPRD2
PCBP1
LYPD2
CYP39A1
SLC11A1
S100A7A
DLGAP3
NR4A1
PDE3B
KRTAP9-2
SF3B1
PPP2R3A
CYB5R3
LEFTY1
KRTAP13-4
TIMP2
STAM2
SLC10A6
CERS3
DLX2
KRTAP1-5
NAGK
ZFAND3
ADGRF4
IGFL3
PPP2R2B
IFI6
UBA7
MXD3
POTEB
PRY2
CHSY1
MAP3K9
PTPN3
CCDC182
AQP1
FAM25C
AMY1A
CHRDL2
RPL18A
C8orf48
RPS24
MAGEB3
KRT36
FAM170B
LPXN
NOA1
GJB3
NPHP3
FOXO3
LY6G6C
PODN
TPSAB1
RNASE12
PPME1
CLYBL
ANKRD65
SYT7
C16orf82
BMP8A
KIAA0319
NAB1
PXDC1
TRIM65
KRTAP19-3
CREB3
TEX11
GPR137
NMI
MALL
SLC22A2
TMUB2
WDR81
IL9
SDHAF3
BTN1A1
MPP2
PUS10
POSTN
LGALS16
PER1
LGR4
EIF3D
FUNDC1
SCN10A
TRAP1
LZTS3
F2
PNLIPRP1
GSDMA
EPYC
POTEE
RPL13
ZNF22
RPL27A
S100P
KHDRBS3
DNAAF2
C6orf62
HSF5
KLF18
NOLC1
ADGRE2
PBX2
ENPEP
NPC1
CTSA
ARHGAP29
SEC63
PLA2G4D
CSNK1G2
TMED7
IFIT1B
OR52W1
APC
CDT1
FAM187A
ERICH6
PRAMEF6
CCDC178
PTGR1
CHRNA4
RHOXF2B
SPAG5
MTCP1
DNAJC28
EXOC5
NDNF
RUNDC1
ZSCAN29
HOXB13
FRMD4A
COL6A6
OR4M2
CALML3
CHAC2
AURKA
NRARP
GJE1
CHP2
SESN3
METTL1
NUDT21
CLDN17
GMFG
CR2
SIN3A
AFF4
ZBTB39
MPST
CHRNA9
EEF1G
RSL1D1
HAL
BRI3
BPIFC
TPP2
IL4
TRIM64
ZNF700
FNTA
P2RY4
MTTP
TSPY10
AEBP1
MAB21L3
PAGE4
RPS25
DNAJB2
ZNF446
MBD3L5
NUDT19
ATP13A2
TTPAL
RPN2
DTWD2
ESYT1
NEK5
TBATA
MADCAM1
BCL9L
ZHX3
DYDC2
NCL
TCEAL1
MICAL1
RGS22
IRF2BP2
STRIP2
MAP1LC3A
CD1D
SLC2A4RG
PRMT2
ZNF215
VEZF1
TRAF3IP3
GNAL
RNF126
RFWD3
TMEM229B
GPLD1
ZNF555
C1orf116
GTPBP1
TRMT11
ZNF619
ATE1
HDDC3
AFMID
SMYD4
ATG9A
ARHGDIA
TRIM40
RBMY1E
NOL12
CTAGE8
INTS6
LIAS
NUBP1
PIGY
EGLN2
PARP9
ZNF107
MARVELD2
PSD3
ABCE1
NRN1
RHOD
TCFL5
TTLL9
RNF14
USP31
GBA2
EID3
IDO1
MEMO1
NAA50
NAA16
PHF14
FAM3D
RABGEF1
CD19
CDCA7L
XCL2
EIF3K
TIRAP
SPIRE2
FAM71F1
LYL1
KCNMB3
REEP2
PTTG1
WDR75
HOXB9
CD151
APOO
CGN
ZBED6CL
MAST1
GPR137B
ASNSD1
DDX58
G6PC3
CDX1
PTPN2
ANKRD13C
TANGO2
ABHD14A-ACY1
SLITRK6
KCNE1
VWCE
NAV2
MEP1A
GPR157
MAN1A1
GBP3
HOXA6
TP53INP2
FNDC3A
CRIP1
P2RX7
DENND4B
AGTR2
FUT2
MTRNR2L1
PIEZO1
EDARADD
APLP1
SOX15
VAV3
SLC1A5
IL18
ZC3H18
IL10RB
CMA1
PRMT3
KLHL23
OTUD4
SSB
PIGT
RAB40B
TNP2
TAF1B
NENF
GTF3A
MAP3K3
ADAMTSL4
BCOR
ATRX
MT1G
PNPLA8
CTC1
PRR27
TMEM120A
OBSCN
DDX17
SUSD6
PAPPA
SPINK1
ATP6V1F
FKTN
AHDC1
DNAJC12
TMEM244
HNRNPUL1
CDK16
UGCG
COPG1
CCR9
TOMM40
INPP5F
RTBDN
RAB9A
GALNT4
ZNF517
DSC3
MCTP2
TNFAIP1
PCMT1
CTNND1
KCTD3
ENAH
MRPL48
CAAP1
SOHLH2
BRMS1L
EMP1
EDF1
CNIH4
PCDHA2
ELF1
C19orf12
SLCO2B1
KRBOX4
TPMT
KRTAP6-2
RALGPS1
ABHD11
BTBD10
LIN37
GINM1
SLC35E2B
DTYMK
PTCRA
HOXC4
AMH
CNOT1
CXorf38
TRAPPC4
CNPPD1
HILPDA
TBC1D3B
CAPN6
TEF
CACNA1A
ZNF814
USP41
FAXDC2
ZNF442
TTC21A
DHRS7C
IQGAP3
FMN1
PCDHA1
FST
PITX3
SHROOM2
NME4
SRRM5
ZNF682
PENK
TRMT12
CEP112
MNT
STOML2
P4HA1
SH3BGRL
POTEI
RPLP1
HMGXB3
MPC1
PI15
SLC6A7
SMDT1
OR11H2
PCYT1A
DDX19A
TFAP2A
CNTN4
HOXA13
SHTN1
MXD1
CDA
A1CF
HEATR1
CRTC1
KIAA0895
RBM14-RBM4
CPA1
PAMR1
MMP3
SPDYE16
OVCH1
HLA-C
PDCD1
AKAP9
TGM5
KCTD19
PBK
HNRNPCL3
PSMC4
HSPA4
GNAS
SPDYC
DCP1A
HDGF
KIAA1841
TM6SF1
C5orf34
GFOD2
SYNJ2
AAK1
SH2D5
SFRP4
PRAMEF25
ABHD16B
C20orf194
GOLGA6D
FAM83B
MSH2
ANXA13
EIF2B1
TNFAIP2
