ARG1
KIR2DL1
ADAMDEC1
ZCCHC13
PDZD11
GJC3
RIMBP3C
XCR1
CFAP46
PATE2
TMPRSS11A
NXPE4
GIP
SMIM18
WDR47
PPIL3
ZNF330
RNASE8
P2RY14
PCP4L1
NUDT14
KMT2A
PSG3
CAPNS2
CHMP7
UBXN2A
SRD5A2
SLC17A3
DNAH9
MDC1
POMT2
OR51D1
SLC36A3
SLC25A26
PNLIP
CHEK1
MROH9
TM4SF4
TRIM64C
ATP2A2
GLYATL3
ATG12
CLDN4
ACTN4
MED11
PPP4R2
MKRN2
NANOS1
PSMC1
FCRL4
NFIB
TMSB4X
CST8
IL26
C1orf94
PTPRR
FAM83C
PODXL
CDK18
FBXO5
CDKL3
EP300
ARHGAP26
PRSS57
RALGDS
ACRV1
BTLA
SLC5A5
HOXB1
DEPDC1
TBC1D21
CSAG3
TMEM202
BCAS2
NME8
CISH
PALMD
MMP24
VWC2L
PROB1
OTOP3
TSPY1
COG3
AKAP8
TNFRSF10C
TSPY4
YPEL1
RPS9
AMTN
KCNE1
AGO3
GSTA1
NBPF12
MFAP1
SLAMF8
C2CD4C
KLRD1
LAMP3
IGLL1
CXCL13
UBA52
IL17F
ADAM15
ELF5
SPANXN4
MINK1
ABCB6
GP5
MAGEA9B
NPR2
UTP3
MAD2L2
CCDC160
CYP11B2
ADPRM
PPY
BLMH
CD8A
ELP3
PIEZO2
EPS8
TRIM2
KRTAP9-7
ERICH5
OPN1MW2
TSPY8
CNTN6
MRPS36
RCVRN
PRCC
TRIM55
CNTN1
MYBL1
LCE2D
PPIAL4E
CD28
MDM2
PWP1
GNL1
KRT35
FCRL1
RPS27L
ASIC2
ATP1A1
TCHHL1
ENPP4
IL11RA
ACER2
ZBTB48
CRYZL1
PIK3CA
TNFRSF9
GPR150
KCNJ5
CYP4F2
BRMS1L
SH3KBP1
KIR2DL4
ZMAT3
ATP13A5
PXK
PAGE3
RPL26
RPL4
SERPINB3
TIGAR
ANGPTL4
CEP104
RICTOR
CHMP4C
IKZF1
TEX36
SMARCD2
TCAF1
ASB17
TAP2
NCOA4
PDE4C
CROCC2
THYN1
MYL2
CBL
TMEM65
GANC
C2orf80
GPR119
IFT80
AHCYL1
CD8B
ARHGAP15
CKAP4
NCKAP1
SMG6
C1QA
PLEKHF2
RPS10
KIF2C
ESRP2
DDX60L
PLXNB2
TNFSF9
CATSPERD
IST1
LCE2C
FAM160B2
NKX2-8
S100A7
CFLAR
WFDC9
DEFB123
PNPLA5
SPINK14
CRISPLD1
POLH
PRR27
ATP13A4
AWAT2
HNRNPD
GPR171
S1PR5
POTED
KLK2
LACTB2
ASTE1
MOCS1
JMJD6
CRCT1
SLC46A2
WDR6
BHLHA15
IER5
CHMP2B
CYP21A2
LGALS2
PLEKHA3
AKAP11
SLC6A2
CT45A6
KLLN
ALKBH3
HTR1E
ANKRA2
SIAE
LDHAL6A
METAP1
OR9G1
TMEM213
HMGB3
SIX1
RGCC
CLUH
LAG3
SLC18A1
KLHDC1
ANGPTL5
WBP4
EEF1G
PTGDR
SLC22A24
SLC22A23
NCKAP1L
BUD13
SULT6B1
RNASE12
MRPL27
FETUB
DGKQ
REEP3
SMG8
TMEM183A
WIPF1
CCDC82
CENPH
EPGN
HNF1B
KRTAP9-2
COG8
CXCR2
MYO1H
GSN
PNLIPRP1
TOMM20
CHN2
RPL13
INTS10
GALNT9
MTBP
CLPS
KRTAP13-4
CASP3
KIR3DL1
TRIM34
PRR11
IGLL5
RPL22L1
FAM86B2
OR51G2
FRG1
CTNNAL1
RFPL4A
LRRC20
CYP4F22
SCGB2B2
PHLDA3
S100A5
ZNF596
CCDC151
FARP2
TRIML1
TLL1
GIMAP5
SAMM50
LONP1
SHC1
ACER1
ACTA2
NLRP9
RAG2
TIGIT
MRPL19
GFM1
HEMK1
FBXO22
TOMM40L
ARHGAP29
ZNF253
MT-ND1
FANCE
XPC
WDR81
PPIAL4C
PPIL1
MFN1
MROH2A
NRDE2
CELA3B
RASA1
TRNT1
OVOL3
OR11H6
DCUN1D5
IFNL3
VSIG8
KRT8
BRD2
MAN2B1
CCL19
KRT36
USP17L11
ANGEL2
KRTAP8-1
KCTD5
PDGFRB
CKB
NEURL2
TMEM184C
GAS2L3
NEK5
MEIS3
MYO1E
BRMS1
SMARCE1
SHROOM3
PLA2G4C
RHOBTB3
CFC1
ORAI2
PLEKHG4B
SLAMF7
PCBP1
LRRC38
CD5
CBR1
RASAL3
ART4
DEFB135
S100A4
RAB33A
DCSTAMP
EFHB
UGT2B11
SLC10A6
SREBF1
ZBED4
TAF11
SIGLEC8
MCOLN2
KIAA1522
CYP4V2
HEXIM2
DNAJC5B
PPP2R2B
ARL14
IL19
ARRDC5
NOL4L
KCNU1
MAMDC4
NEK3
SESN1
PIGR
FASLG
REL
ARID5A
MEX3C
APEH
OR8H3
TCAIM
DHRS13
CSTA
OSTC
ASCL4
C12orf75
ZNF302
CHSY1
DNAH5
OR8H1
RPL17
GUF1
UBE2J2
HMGCS2
TSGA10IP
CDX4
CD40LG
MAP6D1
LARP7
IL9R
ESRP1
DDX6
PTPRE
C10orf99
MMAA
TRAF3IP2
IRF7
CR2
UBE2D2
GPR146
NDUFV3
CLEC1B
YEATS4
TPI1
C2CD4A
CPN1
DEFB121
NDUFS4
DBNDD2
DOT1L
LCP2
HINFP
MED4
HMG20A
CLDN9
FUCA1
ADAM7
PADI6
NT5DC4
CLEC4E
ZSWIM3
KANK3
RAD17
GZMH
CERS3
PLCD4
FBXL19
KIF20A
RPL10L
FAS
RWDD2B
TMEM139
PRPF4B
ANKRD49
HSD17B4
ASCL1
DDIAS
BDKRB1
MAP10
GP9
IL27
CDA
TCN2
OR7E24
TOR4A
PDE10A
PCID2
OR4C6
TPX2
TINAGL1
AMD1
SERPINA9
MOB3A
ANKRD6
DSP
NMS
ETV7
IGFL3
CCDC60
PGLYRP4
WIPF3
DCTN6
AR
PIPOX
NT5C1B-RDH14
ZNF555
NMT2
DCUN1D3
ATP12A
BTG2
PNPO
HABP4
TOM1L1
MUC6
G3BP2
OPRL1
EMILIN1
PRAME
PITPNA
SOX15
SCN10A
SLC45A1
PHF23
DBNDD1
NANOS2
SMOX
LCE5A
ISLR2
RSL24D1
DLX2
BZW1
LGALS16
ZNF525
TMEM168
ARHGAP42
CLEC6A
KRTAP10-7
SPINT3
ATAD2B
FLG2
TCP11L2
GIMAP1-GIMAP5
ESYT1
KCTD9
CTLA4
S100A7A
LCE1A
TPRX1
TOMM6
MACF1
BEST3
ODF1
FOXO3
SOAT2
AGPAT3
MAB21L3
SSU72
EIF4A1
XPNPEP1
SIM2
RBMXL1
RPL18A
ARFGEF2
AMY1A
LYRM1
HTRA4
IRF9
SIDT1
EOMES
ELOVL7
POP4
CASP8
DIP2C
TGIF1
AIMP1
HBD
SYT9
AP1B1
NUP153
HMG20B
MAGEB3
DUS1L
SI
RPS24
NBEAL2
TIMP2
ZNF219
OR4B1
BPIFA2
GK5
FAM227A
ZNF182
HAGHL
DEFB105B
GGT6
BTF3
MSANTD2
CCDC182
PIGBOS1
TACSTD2
PDZK1IP1
CELSR2
ADH7
KIR2DL3
NOA1
FAM98A
CNGA1
ZBED1
CENPA
PGC
ECE1
CDC25C
TERF2IP
RCN3
KRT6C
S100A6
MYL5
RPL13A
C1QB
AGGF1
CXCR6
ABCA12
LCE2B
EGLN1
KIF4A
GALNT10
RPSA
RPL19
ZNF473
WFDC2
OR5B17
PAM
PLK3
AFAP1L2
TREML1
RAB3IP
SEMA3D
SPACA7
DNMT3L
MIEF1
LCE1E
ANP32D
CLEC12A
INSL4
HSPA12A
DPPA3
DNASE1L3
ARPC4-TTLL3
GHSR
RNASE9
PPFIA1
HGD
N4BP3
IL21
ANKFY1
TOR1AIP2
MPST
MBD3L2
UBD
SH2D1A
DEGS2
PLEKHA6
WNT4
ADAMTS3
SMO
NLRP1
OR6S1
MROH2B
ASCC3
PIDD1
NOS1AP
ZNF852
SMCP
HMGCL
ZBTB8B
HTR3E
TEF
KRTAP6-3
PICALM
PRTFDC1
EXPH5
TRIM64
TGM1
ARHGAP18
EDEM1
SCRT1
REST
PDE7A
FCRL3
C1QC
ERICH1
KCTD20
BIN3
TCF4
EPAS1
KYNU
MYO7A
CLIP4
CLDN34
ESD
TIMD4
KRTAP19-7
CUEDC2
HORMAD2
CALML5
FOXQ1
LDHD
C18orf63
CHAC2
POC1A
RBMY1E
NPTXR
CD79B
IFIT1B
KRTAP10-9
APPL2
MGRN1
EPHB2
ZNF44
CXorf38
GPR82
USH1G
PLBD1
OR13A1
C2
CEP126
PIGS
C5orf52
KIAA1671
CCL8
EMP1
LRRC49
PTCHD4
PMP2
C16orf82
MCOLN3
DAZL
ELMO1
KCNK6
ZNF175
NR4A3
SLC29A2
KRTAP22-1
USP41
REG1A
KRTAP10-1
IDS
IFNG
RPS4Y2
GGT1
LSM6
PRSS3
TET2
CCDC85C
MAP6
POTEB2
APOBEC4
FDXR
SLCO3A1
CHP1
P2RY13
NFKB1
KBTBD6
RB1
UPF3B
PTGDS
DEPDC1B
RRP1
HYLS1
MBD3L5
KIAA1143
SMIM24
PRLHR
TNR
SLC22A11
TBATA
ANKRD39
ETV3
MAL2
ITPRIPL1
UBXN8
SIK1
HSF5
CAND2
DCBLD2
NFATC2
FTH1
RPL6
CES3
KCNJ18
KSR1
BAAT
CRISP1
PARP3
PRAMEF6
ANXA3
CCR4
CALML3
KRTAP24-1
SIX4
PSMD11
DYNC1I2
BTBD16
VPS33B
PKD2
GMFG
CD200R1
OCLN
EIF2D
NEURL3
KRT19
SLC25A6
LCE3E
MROH8
BLOC1S4
RAD9A
CD276
AURKA
BOD1
WFDC6
CCAR2
VWA5B2
GNLY
CHP2
PRSS58
FCN1
TSLP
CMKLR1
KRBA1
NME6
ZNF554
IGFBP6
POU4F3
NR4A1
SORT1
PRAMEF15
TDRD12
PHB2
DPYSL2
PDHB
CLDN17
OR5F1
KIAA0319
PRAMEF11
ABCF1
ITGAD
HCAR2
TGM5
KRTAP10-5
GLT6D1
BPIFB6
DAND5
KRT7
MARVELD2
TMC2
PDP1
SLC17A1
TSPY10
ADH5
SERPINA7
CENPK
KRTAP13-2
CLEC12B
PITX3
ENC1
SP1
SCAMP3
UNC5C
EIF4A3
ANP32B
TEX11
TMSB10
SORCS1
MUC2
MBP
SLC8A3
ZNF217
CNN3
NCEH1
KIF6
CTTN
P2RY8
PCDHGB7
WRAP73
KCTD16
BLNK
